Period,Sector,ABN,Institution Name,Service Channel Type,State,sa4_code,sa3_code,sa2_code,suburb,Lat,Lon,ra_code,Number
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,QLD,Townsville,Townsville,Aitkenvale,Aitkenvale,-19.29884799,146.7631712,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,QLD,Townsville,Townsville,Condon - Rasmussen,Thuringowa Central,-19.317317,146.728507,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,QLD,Townsville,Townsville,Hyde Park - Pimlico,Pimlico (Qld),-19.27172827,146.7917845,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,VIC,Warrnambool and South West,Colac - Corangamite,Colac,Colac,-38.339816,143.586502,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,VIC,Warrnambool and South West,Glenelg - Southern Grampians,Hamilton (Vic.),Hamilton (Vic.),-37.743698,142.023556,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,VIC,Warrnambool and South West,Glenelg - Southern Grampians,Portland,Portland (Vic.),-38.347369,141.603789,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,VIC,Warrnambool and South West,Warrnambool,Warrnambool - South,Warrnambool,-38.38337758,142.4824202,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,TAS,West and North West,Burnie - Ulverstone,Burnie - Wivenhoe,Burnie,-41.0532,145.9063,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,TAS,West and North West,Devonport,Devonport,Devonport,-41.180327,146.361266,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,TAS,West and North West,West Coast,King Island,Currie,-39.93094172,143.8509996,Very Remote Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Outback (North),East Pilbara,South Hedland,South Hedland,-20.40781846,118.5965655,Remote Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Outback (North),Kimberley,Broome,Broome,-17.95506259,122.2435029,Remote Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Outback (North),West Pilbara,Karratha,Karratha,-20.73524955,116.846355,Remote Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Outback (South),Esperance,Esperance,Esperance,-33.861059,121.891153,Remote Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Outback (South),Gascoyne,Exmouth,Exmouth,-21.930123,114.123145,Very Remote Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Outback (South),Goldfields,Kalgoorlie,Kalgoorlie,-30.745297,121.475043,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Outback (South),Mid West,Geraldton,Geraldton,-28.77509574,114.6110767,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Outback (South),Mid West,Irwin,Dongara,-29.2510734,114.9347696,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Wheat Belt,Albany,Albany,Albany,-35.021481,117.883344,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Wheat Belt,Albany,Denmark,Denmark,-34.961168,117.352895,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Wheat Belt,Albany,Katanning,Katanning,-33.69134992,117.5541359,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Wheat Belt,Wheat Belt - North,Cunderdin,Quairading,-32.01004718,117.4009385,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Wheat Belt,Wheat Belt - North,Merredin,Merredin,-31.48191869,118.2789189,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Wheat Belt,Wheat Belt - North,Moora,Moora (WA),-30.638947,116.006884,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Wheat Belt,Wheat Belt - North,Northam,Northam,-31.65374617,116.6716429,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,WA,Western Australia - Wheat Belt,Wheat Belt - South,Narrogin,Narrogin,-32.934538,117.1770049,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,QLD,Wide Bay,Bundaberg,Bundaberg,Bundaberg Central,-24.86585481,152.3504229,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,QLD,Wide Bay,Burnett,Kingaroy,Kingaroy,-26.54113731,151.8386966,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,QLD,Wide Bay,Gympie - Cooloola,Gympie - North,Gympie,-26.190203,152.662945,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,QLD,Wide Bay,Hervey Bay,Pialba - Eli Waters,Urraween,-25.287419,152.831838,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,Branch,QLD,Wide Bay,Maryborough,Maryborough (Qld),Maryborough (Qld),-25.53840372,152.6985707,Inner Regional Australia,1
30/06/2024,CU,67087651803,Woolworths Team Bank Limited,Branch,NSW,Sydney - Baulkham Hills and Hawkesbury,Baulkham Hills,Baulkham Hills (West) - Bella Vista,Bella Vista,-33.736586,150.949525,Major Cities of Australia,1
30/06/2024,CU,67087651803,Woolworths Team Bank Limited,Branch,VIC,Melbourne - South East,Monash,Mulgrave,Mulgrave (Vic.),-37.921764,145.183024,Major Cities of Australia,1
30/06/2024,FOR BR,94150148299,Woori Bank,Branch,NSW,Sydney - City and Inner South,Sydney Inner City,Sydney (North) - Millers Point,Sydney,-33.8669,151.2117,Major Cities of Australia,1
30/06/2024,MAJ,48123123124,Commonwealth Bank of Australia,EFTPOS,ACT,,,,,,,,4004
30/06/2024,MAJ,48123123124,Commonwealth Bank of Australia,EFTPOS,NSW,,,,,,,,81951
30/06/2024,MAJ,48123123124,Commonwealth Bank of Australia,EFTPOS,NT,,,,,,,,2221
30/06/2024,MAJ,48123123124,Commonwealth Bank of Australia,EFTPOS,Offshore areas,,,,,,,,103
30/06/2024,MAJ,48123123124,Commonwealth Bank of Australia,EFTPOS,QLD,,,,,,,,48269
30/06/2024,MAJ,48123123124,Commonwealth Bank of Australia,EFTPOS,SA,,,,,,,,18204
30/06/2024,MAJ,48123123124,Commonwealth Bank of Australia,EFTPOS,TAS,,,,,,,,6371
30/06/2024,MAJ,48123123124,Commonwealth Bank of Australia,EFTPOS,VIC,,,,,,,,58610
30/06/2024,MAJ,48123123124,Commonwealth Bank of Australia,EFTPOS,WA,,,,,,,,27781
30/06/2024,ADO,95087822455,Cuscal Limited,EFTPOS,ACT,,,,,,,,240
30/06/2024,ADO,95087822455,Cuscal Limited,EFTPOS,NSW,,,,,,,,6752
30/06/2024,ADO,95087822455,Cuscal Limited,EFTPOS,NT,,,,,,,,206
30/06/2024,ADO,95087822455,Cuscal Limited,EFTPOS,QLD,,,,,,,,3346
30/06/2024,ADO,95087822455,Cuscal Limited,EFTPOS,SA,,,,,,,,1112
30/06/2024,ADO,95087822455,Cuscal Limited,EFTPOS,TAS,,,,,,,,214
30/06/2024,ADO,95087822455,Cuscal Limited,EFTPOS,VIC,,,,,,,,4944
30/06/2024,ADO,95087822455,Cuscal Limited,EFTPOS,WA,,,,,,,,1305
30/06/2024,MAJ,12004044937,National Australia Bank Limited,EFTPOS,NSW,,,,,,,,48683
30/06/2024,MAJ,12004044937,National Australia Bank Limited,EFTPOS,NT,,,,,,,,1788
30/06/2024,MAJ,12004044937,National Australia Bank Limited,EFTPOS,QLD,,,,,,,,32717
30/06/2024,MAJ,12004044937,National Australia Bank Limited,EFTPOS,SA,,,,,,,,12092
30/06/2024,MAJ,12004044937,National Australia Bank Limited,EFTPOS,TAS,,,,,,,,2648
30/06/2024,MAJ,12004044937,National Australia Bank Limited,EFTPOS,VIC,,,,,,,,44047
30/06/2024,MAJ,12004044937,National Australia Bank Limited,EFTPOS,WA,,,,,,,,15719
30/06/2024,AUS,66010831722,Suncorp-Metway Limited,EFTPOS,ACT,,,,,,,,142
30/06/2024,AUS,66010831722,Suncorp-Metway Limited,EFTPOS,NSW,,,,,,,,4402
30/06/2024,AUS,66010831722,Suncorp-Metway Limited,EFTPOS,NT,,,,,,,,36
30/06/2024,AUS,66010831722,Suncorp-Metway Limited,EFTPOS,QLD,,,,,,,,10497
30/06/2024,AUS,66010831722,Suncorp-Metway Limited,EFTPOS,SA,,,,,,,,355
30/06/2024,AUS,66010831722,Suncorp-Metway Limited,EFTPOS,TAS,,,,,,,,204
30/06/2024,AUS,66010831722,Suncorp-Metway Limited,EFTPOS,VIC,,,,,,,,3239
30/06/2024,AUS,66010831722,Suncorp-Metway Limited,EFTPOS,WA,,,,,,,,1170
30/06/2024,AUS,49103575042,Tyro Payments Limited,EFTPOS,ACT,,,,,,,,1891
30/06/2024,AUS,49103575042,Tyro Payments Limited,EFTPOS,NSW,,,,,,,,36733
30/06/2024,AUS,49103575042,Tyro Payments Limited,EFTPOS,NT,,,,,,,,1168
30/06/2024,AUS,49103575042,Tyro Payments Limited,EFTPOS,QLD,,,,,,,,23981
30/06/2024,AUS,49103575042,Tyro Payments Limited,EFTPOS,SA,,,,,,,,6979
30/06/2024,AUS,49103575042,Tyro Payments Limited,EFTPOS,TAS,,,,,,,,2850
30/06/2024,AUS,49103575042,Tyro Payments Limited,EFTPOS,VIC,,,,,,,,35716
30/06/2024,AUS,49103575042,Tyro Payments Limited,EFTPOS,WA,,,,,,,,11195
30/06/2024,CU,98087651116,Warwick Credit Union Ltd,EFTPOS,QLD,,,,,,,,6
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,EFTPOS,ACT,,,,,,,,2532
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,EFTPOS,NSW,,,,,,,,59893
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,EFTPOS,NT,,,,,,,,1508
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,EFTPOS,QLD,,,,,,,,24340
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,EFTPOS,SA,,,,,,,,10819
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,EFTPOS,TAS,,,,,,,,2037
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,EFTPOS,VIC,,,,,,,,28448
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,EFTPOS,WA,,,,,,,,12243
30/06/2024,AUS,13627244848,Alex Bank Pty Ltd,Other face-to-face,QLD,Brisbane Inner City,Brisbane Inner,Brisbane City,Brisbane City,-27.46657458,153.0278492,Major Cities of Australia,1
30/06/2024,FOR BANK,37002950745,Arab Bank Australia Limited,Other face-to-face,NSW,Sydney - City and Inner South,Sydney Inner City,Sydney (North) - Millers Point,Sydney,-33.86317086,151.2084924,Major Cities of Australia,1
30/06/2024,FOR BANK,37002950745,Arab Bank Australia Limited,Other face-to-face,NSW,Sydney - Parramatta,Parramatta,Parramatta - North,Parramatta,-33.81445267,151.0066042,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,SA,Adelaide - Central and Hills,Adelaide City,Adelaide,Adelaide,-34.92604,138.59934,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,SA,Adelaide - Central and Hills,Adelaide City,Adelaide,Adelaide,-34.92593,138.60292,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,SA,Adelaide - Central and Hills,Prospect - Walkerville,Prospect,Prospect (SA),-34.8759,138.60133,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,SA,Adelaide - South,Holdfast Bay,Glenelg (SA),Glenelg (SA),-34.97998,138.51643,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,SA,Adelaide - South,Marion,Edwardstown,Edwardstown,-34.98144,138.57247,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,SA,Adelaide - West,Charles Sturt,West Lakes,West Lakes,-34.87943,138.4914,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,ACT,Australian Capital Territory,Gungahlin,Gungahlin,Gungahlin,-35.18547,149.13353,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,ACT,Australian Capital Territory,North Canberra,Civic,City,-35.27618,149.12776,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,ACT,Australian Capital Territory,South Canberra,Griffith (ACT),Griffith (ACT),-35.32027,149.1318,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,ACT,Australian Capital Territory,Tuggeranong,Greenway,Greenway,-35.41679,149.06663,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Ballarat,Ballarat,Ballarat,Wendouree,-37.5404,143.82725,Inner Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Brisbane - South,Sunnybank,Sunnybank Hills,Sunnybank Hills,-27.61137,153.05425,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Brisbane Inner City,Brisbane Inner,Brisbane City,Brisbane City,-27.46759,153.03035,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Brisbane Inner City,Brisbane Inner - East,Morningside - Seven Hills,Morningside,-27.46803,153.07148,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Brisbane Inner City,Brisbane Inner - North,Newstead - Bowen Hills,Newstead (Qld),-27.45007,153.04205,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Brisbane Inner City,Brisbane Inner - West,Ashgrove,Ashgrove,-27.44506,152.99228,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Brisbane Inner City,Brisbane Inner - West,Toowong,Toowong,-27.4842,152.99288,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Cairns,Cairns - South,Cairns City,Cairns City,-16.92524,145.7779,Outer Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,NSW,Central Coast,Gosford,Erina - Green Point,Erina,-33.4384,151.38294,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Darling Downs - Maranoa,Darling Downs (West) - Maranoa,Chinchilla,Chinchilla,-26.73957,150.6253,Outer Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Geelong,Geelong,Geelong West - Hamlyn Heights,Geelong West,-38.14139,144.34838,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Gold Coast,Broadbeach - Burleigh,Burleigh Waters,Burleigh Waters,-28.09761,153.44109,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Gold Coast,Broadbeach - Burleigh,Mermaid Beach - Broadbeach,Broadbeach,-28.02892,153.43137,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Gold Coast,Coolangatta,Elanora,Elanora,-28.135,153.46925,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Gold Coast,Ormeau - Oxenford,Coomera,Coomera,-27.85221,153.31523,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Gold Coast,Southport,Southport - North,Southport (Qld),-27.96818,153.41444,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Gold Coast,Surfers Paradise,Surfers Paradise - North,Surfers Paradise,-28.0011,153.4287,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Hume,Wodonga - Alpine,Wodonga,Wodonga,-36.12187,146.88793,Inner Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,NSW,Illawarra,Wollongong,Figtree - Keiraville,Figtree,-34.43645,150.86302,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,NSW,Illawarra,Wollongong,Wollongong - East,Wollongong,-34.42343,150.8982,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Ipswich,Springfield - Redbank,Collingwood Park - Redbank,Redbank (Qld),-27.60548,152.8677,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner,Essendon,Moonee Ponds,Moonee Ponds,-37.76696,144.9217,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner,Melbourne City,Carlton,Carlton (Vic.),-37.80051,144.9667,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner,Melbourne City,Docklands,Docklands,-37.82194,144.94552,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - East,Melbourne,-37.81442,144.96407,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - East,Melbourne,-37.81402,144.97221,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - East,Melbourne,-37.81321,144.97136,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - West,Melbourne,-37.81663,144.96186,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner,Stonnington - West,Prahran - Windsor,Prahran,-37.84741,144.99349,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner East,Boroondara,Balwyn,Balwyn,-37.81252,145.08256,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner East,Boroondara,Kew - West,Kew (Vic.),-37.80615,145.03205,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner East,Manningham - West,Doncaster East - North,Doncaster East,-37.76225,145.168,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner South,Bayside,Brighton (Vic.),Brighton (Vic.),-37.91419,144.99442,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner South,Glen Eira,Bentleigh - McKinnon,Bentleigh,-37.91828,145.0391,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner South,Glen Eira,Elsternwick,Elsternwick,-37.885,145.00503,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner South,Kingston,Mentone,Mentone,-37.98133,145.06396,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Inner South,Stonnington - East,Malvern East,Malvern East,-37.88603,145.08291,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - North East,Darebin - North,Preston - East,Preston (Vic.),-37.74033,145.00321,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - North East,Whittlesea - Wallan,Bundoora - North,Bundoora (Vic.),-37.68236,145.07049,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - North East,Whittlesea - Wallan,Mill Park - North,Mill Park,-37.6516,145.0664,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - North West,Keilor,Airport West,Airport West,-37.7142,144.88864,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Roxburgh Park (South) - Somerton,Roxburgh Park,-37.6407,144.9314,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Outer East,Knox,Boronia,Boronia,-37.86117,145.28587,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - Outer East,Knox,Rowville - Central,Rowville,-37.91978,145.23672,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - South East,Casey - North,Berwick - North,Berwick,-38.03155,145.34573,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - South East,Casey - South,Hampton Park - West,Hampton Park,-38.03324,145.26725,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - South East,Monash,Clayton - Central,Clayton,-37.9277,145.1195,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - South East,Monash,Clayton (North) - Notting Hill,Notting Hill,-37.90024,145.12978,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - South East,Monash,Glen Waverley - West,Glen Waverley,-37.8767,145.1661,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - South East,Monash,Oakleigh - Huntingdale,Oakleigh,-37.89905,145.0913,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - West,Brimbank,Deer Park,Deer Park,-37.75201,144.77456,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - West,Maribyrnong,Footscray,Footscray,-37.80073,144.89921,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - West,Wyndham,Laverton,Laverton North,-37.82387,144.82323,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - West,Wyndham,Tarneit - Central,Tarneit,-37.83538,144.69289,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,VIC,Melbourne - West,Wyndham,Werribee - South,Werribee,-37.90108,144.6608,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,QLD,Moreton Bay - North,Redcliffe,Rothwell - Kippa-Ring,Kippa-Ring,-27.22537,153.08615,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,NSW,Murray,Albury,Albury - South,Albury,-36.07695,146.91677,Inner Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,NSW,Newcastle and Lake Macquarie,Lake Macquarie - East,Charlestown - Dudley,Charlestown (NSW),-32.9629,151.69465,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,NSW,Newcastle and Lake Macquarie,Lake Macquarie - East,Glendale - Cardiff - Hillsborough,Glendale (NSW),-32.93359,151.6398,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,NSW,Newcastle and Lake Macquarie,Newcastle,Hamilton - Broadmeadow,Newcastle West,-32.92585,151.75846,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,WA,Perth - Inner,Perth City,Mount Lawley - Inglewood,Mount Lawley,-31.93345,115.87347,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,WA,Perth - Inner,Perth City,Perth (West) - Northbridge,Perth (WA),-31.95569,115.8581,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,WA,Perth - Inner,Perth City,Perth (West) - Northbridge,Perth (WA),-31.95286,115.8515,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,WA,Perth - North West,Joondalup,Greenwood - Warwick,Warwick (WA),-31.84461,115.81209,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,WA,Perth - North West,Joondalup,Joondalup - Edgewater,Joondalup,-31.74342,115.76689,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,WA,Perth - North West,Stirling,Karrinyup - Gwelup - Carine,Karrinyup,-31.87687,115.77892,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,WA,Perth - North West,Stirling,Osborne Park Industrial,Osborne Park,-31.90581,115.81451,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,WA,Perth - South East,Canning,Canning Vale - West,Canning Vale,-32.08729,115.9161,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,Other face-to-face,SA,South Australia - South East,Limestone Coast,Naracoorte,Naracoorte,-36.95616,140.74108,Outer Regional Australia,1
